onset	duration	sample	value
33.0057	3.9909	4126	7
42.9866	3.9837	5373	9
52.9762	4.0067	6622	9
63.9951	4.0068	7999	7
74.0084	4.0021	9251	7
83.0199	4.0046	10377	7
94.0342	4.0055	11754	7
103.0058	3.9527	12876	7
112.9249	4.0025	14116	9
121.9390	4.0037	15242	9
130.8670	4.0594	16358	9
141.8999	3.9960	17737	7
150.8794	4.1048	18860	7
161.9829	3.9814	20248	7
171.9768	4.0044	21497	9
182.9908	4.0031	22874	7
194.0017	4.0044	24250	9
204.0192	4.0038	25502	7
215.0319	4.0055	26879	7
225.0481	4.0059	28131	9
235.0621	4.0014	29383	7
246.0722	4.0111	30759	9
255.9935	4.0024	31999	7
266.0119	4.0036	33251	7
276.0146	4.0026	34502	9
285.0234	4.0054	35628	9
294.0367	4.0063	36755	9
304.0460	4.0066	38006	9
315.0611	4.0051	39383	7
326.0819	3.9039	40760	7
334.9951	4.0080	41874	9
346.0098	3.9974	43251	9
355.0149	4.0040	44377	7
365.0297	4.0044	45629	9
375.0376	4.0073	46880	9
385.0579	4.0007	48132	7
395.0583	4.0075	49382	9
405.0692	4.0063	50634	9
414.9911	4.0048	51874	7
423.9993	4.0025	53000	9
